#python metaPathwayMap/scripts/metaPathwayMap.py -pwy static/databases/PlantCyc/pathways.dat.cid.all -canopus static/tmp/anthocyanin_canopus_summary_filtered.tsv -jaccard 0.7 -log static/tmp/log2.out
#ExptID	CANOPUS_MostSpecific	MetaboliteMatch	Jaccard	MetabolitesPathway	Network_Component
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	QUERCETIN-34-BISSULFATE|58353	0.263158	PWY-6199|quercetin_sulfate_biosynthesis	Component-7
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	QUERCETIN-33-BISSULFATE|58305	0.246753	PWY-6199|quercetin_sulfate_biosynthesis	Component-7
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-1822|58254	0.266667	PWY-6199|quercetin_sulfate_biosynthesis	Component-7
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-6991|28157	0.289855	PWY-5059|pinobanksin_biosynthesis	Component-12
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-6991|28157	0.289855	PWY-7189|pinocembrin_<i>C</i>-glucosylation	Component-7
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-6991|28157	0.289855	PWY-5363|chrysin_biosynthesis	Component-7
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-7028|94054	0.260274	PWY-5059|pinobanksin_biosynthesis	Component-12
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-6992|28103	0.323944	PWY-5059|pinobanksin_biosynthesis	Component-12
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-14849|32082	0.552239	PWY-7173|quercetin_triglucoside_biosynthesis	Component-6
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-14849|32082	0.552239	PWY-5321|quercetin_glycoside_biosynthesis_(Arabidopsis)	Component-6
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-14850|32083	0.529412	PWY-7173|quercetin_triglucoside_biosynthesis	Component-6
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	VITEXIN-2-O-B-L-RHAMNOSIDE|78636	0.424658	PWY-6015|vitexin_and_derivatives_biosynthesis	Component-6
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	VITEXIN-2-O-B-L-RHAMNOSIDE|32298	0.450704	PWY-6015|vitexin_and_derivatives_biosynthesis	Component-6
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	7-O-METHYLVITEXIN-2-O-B-L-RHAMNOSIDE|82684	0.407895	PWY-6015|vitexin_and_derivatives_biosynthesis	Component-6
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	7-O-METHYLVITEXIN-2-O-B-L-RHAMNOSIDE|31143	0.407895	PWY-6015|vitexin_and_derivatives_biosynthesis	Component-6
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	VITEXIN-2-O-BETA-D-GLUCOSIDE|57842	0.424658	PWY-6015|vitexin_and_derivatives_biosynthesis	Component-6
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-7214|48026	0.338028	PWY-6787|flavonoid_biosynthesis_(in_equisetum)	Component-12
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-7214|48026	0.338028	PWY-5152|leucodelphinidin_biosynthesis	Component-7
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-7080|27552	0.266667	PWY-5118|ponciretin_biosynthesis	Component-7
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-12447|8113	0.391892	PWY-6515|phloridzin_biosynthesis	Component-12
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-8006|28529	0.486111	PWY-7129|quercetin_glucoside_biosynthesis_(<i>Allium</i>)	Component-6
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-8006|28529	0.486111	PWY-5321|quercetin_glycoside_biosynthesis_(Arabidopsis)	Component-6
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-8006|28529	0.486111	PWY-7157|eupatolitin_3-<i>O</i>-glucoside_biosynthesis	Component-6
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-7966|77844	0.530303	PWY-5307|gentiodelphin_biosynthesis	Component-6
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-8184|75095	0.283582	PWY-7212|baicalein_metabolism	Component-112
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-8184|75095	0.283582	PWY-5363|chrysin_biosynthesis	Component-7
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-7074|59016	0.437500	PWY-5105|hesperitin_glycoside_biosynthesis	Component-263
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-7075|28775	0.425000	PWY-5105|hesperitin_glycoside_biosynthesis	Component-263
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-7072|61249	0.272727	PWY-5105|hesperitin_glycoside_biosynthesis	Component-263
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-10510|27825	0.256410	PWY-7150|polymethylated_quercetin_glucoside_biosynthesis_I	Component-7
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-14857|7855	0.253165	PWY-7150|polymethylated_quercetin_glucoside_biosynthesis_I	Component-7
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-14857|7855	0.253165	PWY-7151|polymethylated_quercetin_glucoside_biosynthesis_II	Component-7
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-16540|72696	0.771429	PWY-7450|anthocyanidin_modification_(<i>Arabidopsis</i>)	Component-6
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-7252|58925	0.266667	PWY-7163|polymethylated_kaempferol_biosynthesis	Component-7
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-7252|58925	0.266667	PWY-7166|kaempferide_triglycoside_biosynthesis	Component-7
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-14950|1579	0.295775	PWY-7163|polymethylated_kaempferol_biosynthesis	Component-7
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	NARINGENIN-7-O-BETA-D-GLUCOSIDE|28327	0.453333	PWY-5094|naringenin_glycoside_biosynthesis	Component-263
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-7059|28705	0.465753	PWY-5094|naringenin_glycoside_biosynthesis	Component-263
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	NARINGIN|28819	0.479452	PWY-5094|naringenin_glycoside_biosynthesis	Component-263
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-7144|60048	0.523810	PWY-5139|pelargonidin_conjugates_biosynthesis	Component-6
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-7144|31968	0.548387	PWY-5139|pelargonidin_conjugates_biosynthesis	Component-6
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-7148|31969	0.573770	PWY-5139|pelargonidin_conjugates_biosynthesis	Component-6
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-7149|31965	0.600000	PWY-5139|pelargonidin_conjugates_biosynthesis	Component-6
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-14856|69355	0.253165	PWY-7151|polymethylated_quercetin_glucoside_biosynthesis_II	Component-7
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	345-TRIHYDROXY-367-TRIMETHOXYFLAVO|18016	0.306667	PWY-7151|polymethylated_quercetin_glucoside_biosynthesis_II	Component-7
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-10527|27767	0.306667	PWY-7151|polymethylated_quercetin_glucoside_biosynthesis_II	Component-7
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-10520|3690	0.253165	PWY-7151|polymethylated_quercetin_glucoside_biosynthesis_II	Component-7
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-10529|3689	0.253165	PWY-7151|polymethylated_quercetin_glucoside_biosynthesis_II	Component-7
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-11940|74812	0.318182	PWY-7253|apigeninidin_5-<i>O</i>-glucoside_biosynthesis	Component-7
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-7142|32115	0.796875	PWY-5268|salvianin_biosynthesis	Component-6
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-7140|58640	0.784615	PWY-5268|salvianin_biosynthesis	Component-6
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-7140|31966	0.854839	PWY-5268|salvianin_biosynthesis	Component-6
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-16542|31442	0.646154	PWY-7452|cyanidin_dimalonylglucoside_biosynthesis	Component-6
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-8068|31744	0.485294	PWY-5348|kaempferol_triglucoside_biosynthesis	Component-6
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-8069|31741	0.681159	PWY-5348|kaempferol_triglucoside_biosynthesis	Component-6
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-16530|70255	0.386667	PWY-7448|galloylated_catechin_biosynthesis	Component-297
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-16530|76126	0.386667	PWY-7448|galloylated_catechin_biosynthesis	Component-297
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-15291|4806	0.360000	PWY-7448|galloylated_catechin_biosynthesis	Component-297
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-16531|95002	0.360000	PWY-7448|galloylated_catechin_biosynthesis	Component-297
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-13509|67486	0.521739	PWY-7192|quercetin_diglycoside_biosynthesis_(pollen-specific)	Component-6
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	APIGENIN-7-O-BETA-D-GLUCOSIDE|16778	0.457143	PWY-6010|apigenin_glycosides_biosynthesis	Component-6
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	7-O-BETA-D-APIOFURANOSYL-12-BETA-D-GLU|15932	0.457143	PWY-6010|apigenin_glycosides_biosynthesis	Component-6
0_10_scan13108_scans13108-1	Flavonoid_3-O-p-coumaroyl_glycosides	APIGENIN-7-O-NEOHESPERIDOSIDE|31227	0.485294	PWY-6010|apigenin_glycosides_biosynthesis	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-7117|31463	0.546875	PWY-7260|delphinidin_diglucoside_biosynthesis_(acyl-glucose_dependent)	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-7117|31463	0.546875	PWY-5295|ternatin_C5_biosynthesis	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-7117|31463	0.546875	PWY-5310|superpathway_of_anthocyanin_biosynthesis_(from_delphinidin_3-<i>O</i>-glucoside)	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-7117|31463	0.546875	PWY-5153|anthocyanin_biosynthesis_(delphinidin_3-O-glucoside)	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-7117|31463	0.546875	PWY-7678|anthocyanidin_sambubioside_biosynthesis	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-7117|31463	0.546875	PWY-7261|anthocyanidin_3-malylglucoside_biosynthesis_(acyl-glucose_dependent)	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-7117|31463	0.546875	PWY-5286|anthocyanidin_sophoroside_metabolism	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-7117|31463	0.546875	PWY-5307|gentiodelphin_biosynthesis	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-7117|31463	0.546875	PWY-7458|violdelphin_biosynthesis	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-7139|77838	0.562500	PWY-7260|delphinidin_diglucoside_biosynthesis_(acyl-glucose_dependent)	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-7139|77838	0.562500	PWY-5307|gentiodelphin_biosynthesis	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	3457-TETRAHYDROXY-3-METHOXYFLAVONE|57928	0.295775	PWY-7161|polymethylated_quercetin_biosynthesis	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	3457-TETRAHYDROXY-3-METHOXYFLAVONE|57928	0.295775	PWY-6064|methylquercetin_biosynthesis	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	3457-TETRAHYDROXY-3-METHOXYFLAVONE|57928	0.295775	PWY-7150|polymethylated_quercetin_glucoside_biosynthesis_I	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	345-TRIHYDROXY-37-DIMETHOXYFLAVONE|18010	0.319444	PWY-7161|polymethylated_quercetin_biosynthesis	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	345-TRIHYDROXY-37-DIMETHOXYFLAVONE|18010	0.319444	PWY-7150|polymethylated_quercetin_glucoside_biosynthesis_I	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	345-TRIHYDROXY-37-DIMETHOXYFLAVONE|18010	0.319444	PWY-7151|polymethylated_quercetin_glucoside_biosynthesis_II	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-13511|74992	0.319444	PWY-7161|polymethylated_quercetin_biosynthesis	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-13511|74992	0.319444	PWY-7157|eupatolitin_3-<i>O</i>-glucoside_biosynthesis	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-14948|67493	0.263158	PWY-7161|polymethylated_quercetin_biosynthesis	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-520|57694	0.348485	PWY-7161|polymethylated_quercetin_biosynthesis	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-520|57694	0.348485	PWY-7172|flavonol_acylglucoside_biosynthesis_III	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-520|57694	0.348485	PWY-5390|rutin_biosynthesis	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-520|57694	0.348485	PWY-6360|flavonol_glucosylation_I	Component-117
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-520|57694	0.348485	PWY-3101|flavonol_biosynthesis	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-520|57694	0.348485	PWY-7134|rutin_degradation_(plants)	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-520|57694	0.348485	PWY-6064|methylquercetin_biosynthesis	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-520|57694	0.348485	PWY-7133|quercetin_glucoside_degradation_(<i>Allium</i>)	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-520|57694	0.348485	PWY-7137|quercetin_gentiotetraside_biosynthesis	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-520|57694	0.348485	PWY-7498|phenylpropanoids_methylation_(ice_plant)	Component-216
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-520|57694	0.348485	PWY-6199|quercetin_sulfate_biosynthesis	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-520|57694	0.348485	PWY-7173|quercetin_triglucoside_biosynthesis	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-520|57694	0.348485	PWY-6787|flavonoid_biosynthesis_(in_equisetum)	Component-12
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-520|57694	0.348485	PWY-7129|quercetin_glucoside_biosynthesis_(<i>Allium</i>)	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-520|57694	0.348485	PWY-7495|gossypetin_metabolism	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-520|57694	0.348485	PWY-5321|quercetin_glycoside_biosynthesis_(Arabidopsis)	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-520|57694	0.348485	PWY-7157|eupatolitin_3-<i>O</i>-glucoside_biosynthesis	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-520|57694	0.348485	PWY-7192|quercetin_diglycoside_biosynthesis_(pollen-specific)	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-8004|6052	0.306667	PWY-7161|polymethylated_quercetin_biosynthesis	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-8004|6052	0.306667	PWY-7171|flavonol_acylglucoside_biosynthesis_II	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-8004|6052	0.306667	PWY-6064|methylquercetin_biosynthesis	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-8004|6052	0.306667	PWY-7498|phenylpropanoids_methylation_(ice_plant)	Component-216
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-8004|6052	0.306667	PWY-6199|quercetin_sulfate_biosynthesis	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-1962|2507	0.328125	PWY-6029|2,3-<i>trans</i>-flavanols_biosynthesis	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	LEUCOPELARGONIDIN-CMPD|17343	0.323077	PWY-6029|2,3-<i>trans</i>-flavanols_biosynthesis	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	LEUCOPELARGONIDIN-CMPD|17343	0.323077	PWY-7267|anthocyanin_biosynthesis_(pelargonidin_3-<i>O</i>-glucoside)	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	LEUCOPELARGONIDIN-CMPD|17343	0.323077	PWY1F-823|leucopelargonidin_and_leucocyanidin_biosynthesis	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-1961|15600	0.369231	PWY-6029|2,3-<i>trans</i>-flavanols_biosynthesis	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-590|11412	0.358209	PWY-6029|2,3-<i>trans</i>-flavanols_biosynthesis	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-590|11412	0.358209	PWY1F-823|leucopelargonidin_and_leucocyanidin_biosynthesis	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-10358|31018	0.328358	PWY-6029|2,3-<i>trans</i>-flavanols_biosynthesis	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-7088|6417	0.318841	PWY-6029|2,3-<i>trans</i>-flavanols_biosynthesis	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-7088|6417	0.318841	PWY-5153|anthocyanin_biosynthesis_(delphinidin_3-O-glucoside)	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-7088|6417	0.318841	PWY-5152|leucodelphinidin_biosynthesis	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-7088|71216	0.318841	PWY-6029|2,3-<i>trans</i>-flavanols_biosynthesis	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-7088|71216	0.318841	PWY-5153|anthocyanin_biosynthesis_(delphinidin_3-O-glucoside)	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-7088|71216	0.318841	PWY-5152|leucodelphinidin_biosynthesis	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-7870|55336	0.676923	PWY-5295|ternatin_C5_biosynthesis	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-7870|58913	0.582090	PWY-5295|ternatin_C5_biosynthesis	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-7864|55335	0.630769	PWY-5295|ternatin_C5_biosynthesis	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-7864|55335	0.630769	PWY-7280|ternatin_C3_biosynthesis	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-7862|77887	0.575758	PWY-5295|ternatin_C5_biosynthesis	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-7862|55334	0.615385	PWY-5295|ternatin_C5_biosynthesis	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	PELARGONIDIN-3-GLUCOSIDE-CMPD|31967	0.548387	PWY-5312|superpathway_of_anthocyanin_biosynthesis_(from_pelargonidin_3-O-glucoside)	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	PELARGONIDIN-3-GLUCOSIDE-CMPD|31967	0.548387	PWY-7679|anthocyanidin_acylglucoside_and_acylsambubioside_biosynthesis	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	PELARGONIDIN-3-GLUCOSIDE-CMPD|31967	0.548387	PWY-7678|anthocyanidin_sambubioside_biosynthesis	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	PELARGONIDIN-3-GLUCOSIDE-CMPD|31967	0.548387	PWY-7261|anthocyanidin_3-malylglucoside_biosynthesis_(acyl-glucose_dependent)	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	PELARGONIDIN-3-GLUCOSIDE-CMPD|31967	0.548387	PWY-5286|anthocyanidin_sophoroside_metabolism	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	PELARGONIDIN-3-GLUCOSIDE-CMPD|31967	0.548387	PWY-7259|pelargonidin_diglucoside_biosynthesis_(acyl-glucose_dependent)	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	PELARGONIDIN-3-GLUCOSIDE-CMPD|31967	0.548387	PWY-7267|anthocyanin_biosynthesis_(pelargonidin_3-<i>O</i>-glucoside)	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	PELARGONIDIN-3-GLUCOSIDE-CMPD|31967	0.548387	PWY-5139|pelargonidin_conjugates_biosynthesis	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	PELARGONIDIN-3-GLUCOSIDE-CMPD|31967	0.548387	PWY-5268|salvianin_biosynthesis	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-12571|60014	0.280000	PWY-6631|tricetin_methylation	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-12571|60014	0.280000	PWY-7995|tricin_biosynthesis	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-12572|60016	0.266667	PWY-6631|tricetin_methylation	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-12572|60016	0.266667	PWY-7995|tricin_biosynthesis	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-12570|60045	0.308824	PWY-6631|tricetin_methylation	Component-7
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-16535|74811	0.633333	PWY-7679|anthocyanidin_acylglucoside_and_acylsambubioside_biosynthesis	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-16535|74811	0.633333	PWY-7678|anthocyanidin_sambubioside_biosynthesis	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD-16535|74811	0.633333	PWY-7450|anthocyanidin_modification_(<i>Arabidopsis</i>)	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD1F-766|77857	0.515625	PWY-7679|anthocyanidin_acylglucoside_and_acylsambubioside_biosynthesis	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD1F-766|77857	0.515625	PWY-7262|rose_anthocyanin_biosynthesis_II_(via_cyanidin_3-<i>O</i>-&beta;-<i>D</i>-glucoside)	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD1F-766|77857	0.515625	PWY-5313|superpathway_of_anthocyanin_biosynthesis_(from_cyanidin_and_cyanidin_3-<i>O</i>-glucoside)	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD1F-766|77857	0.515625	PWY-7678|anthocyanidin_sambubioside_biosynthesis	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD1F-766|77857	0.515625	PWY-7261|anthocyanidin_3-malylglucoside_biosynthesis_(acyl-glucose_dependent)	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD1F-766|77857	0.515625	PWY-5286|anthocyanidin_sophoroside_metabolism	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD1F-766|77857	0.515625	PWY-5284|shisonin_biosynthesis	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD1F-766|77857	0.515625	PWY-7256|cyanidin_diglucoside_biosynthesis_(acyl-glucose_dependent)	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD1F-766|77857	0.515625	PWY-7450|anthocyanidin_modification_(<i>Arabidopsis</i>)	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD1F-766|77857	0.515625	PWY-7452|cyanidin_dimalonylglucoside_biosynthesis	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD1F-766|28426	0.596774	PWY-7679|anthocyanidin_acylglucoside_and_acylsambubioside_biosynthesis	Component-6
0_11_scan13273_scans13273-1	Anthocyanidin-3-O-glycosides	CPD1F-766|28426	0.596774	PWY-7262|rose_anthocyanin_biosynthesis_II_(via_cyanidin_3-<i>O</i>-&beta;-<i>D</i>-glucoside)	Component-6
